lead_id,data_criacao,segmento,categoria_produto,canal_origem,vendedor,cidade,estagio_funil,valor_proposta,data_fechamento_ou_perda,motivo_perda
2660,2025-04-12,Consumidor Final (B2C),Beleza e Higiene,Vendedor Externo (B2B),Ana Ribeiro,Campo Grande,Lead,50.0,,
2661,2024-04-20,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Carlos Souza,Dourados,Qualificado,358.58,,
2662,2025-02-22,Consumidor Final (B2C),Móveis,Marketplace,João Pedro,Ponta Porã,Venda Fechada,454.99,2025-02-26,
2663,2025-06-21,Conta Corporativa (B2B),Eletrônicos,Vendedor Externo (B2B),Rafael Torres,Corumbá,Perdido,7857.72,2025-07-10,Concorrente
2664,2024-04-28,Conta Corporativa (B2B),Papelaria e Escritório,Instagram/Redes Sociais,João Pedro,Três Lagoas,Perdido,10660.45,2024-04-30,Sem retorno
2665,2024-09-13,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Rafael Torres,Campo Grande,Perdido,290.09,2024-09-27,Concorrente
2666,2025-04-25,Consumidor Final (B2C),Ferramentas,Marketplace,Ana Ribeiro,Campo Grande,Perdido,478.9,2025-04-27,Fora do orçamento (B2B)
2667,2025-10-28,Consumidor Final (B2C),Brinquedos,Google Ads,Fernanda Lima,Dourados,Venda Fechada,380.81,2025-10-30,
2668,2025-04-03,Conta Corporativa (B2B),Moda e Vestuário,Loja Física,Fernanda Lima,Dourados,Venda Fechada,4742.56,2025-04-26,
2669,2024-10-18,Consumidor Final (B2C),Eletrônicos,E-commerce,Ana Ribeiro,Campo Grande,Perdido,285.15,2024-11-03,Prazo de entrega incompatível
2670,2024-04-12,Conta Corporativa (B2B),Eletrônicos,Google Ads,Rafael Torres,Três Lagoas,Perdido,9301.5,2024-04-28,Preço
2671,2024-01-13,Conta Corporativa (B2B),Utilidades Domésticas,E-commerce,João Pedro,Dourados,Perdido,5872.94,2024-01-24,Prazo de entrega incompatível
2672,2025-06-19,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,João Pedro,Corumbá,Perdido,307.49,2025-06-22,Concorrente
2673,2025-08-30,Conta Corporativa (B2B),Casa e Decoração,E-commerce,João Pedro,Três Lagoas,Perdido,8038.61,2025-09-04,Preço
2674,2024-05-16,Consumidor Final (B2C),Móveis,E-commerce,João Pedro,Campo Grande,Lead,457.58,,
2675,2024-05-30,Consumidor Final (B2C),Móveis,Loja Física,Rafael Torres,Campo Grande,Perdido,270.6,2024-06-14,Concorrente
2676,2025-04-27,Consumidor Final (B2C),Casa e Decoração,Loja Física,Fernanda Lima,Dourados,Venda Fechada,276.22,2025-04-29,
2677,2024-10-20,Consumidor Final (B2C),Casa e Decoração,Marketplace,Mariana Alves,Ponta Porã,Venda Fechada,455.76,2024-11-08,
2678,2024-04-18,Consumidor Final (B2C),Moda e Vestuário,Vendedor Externo (B2B),Carlos Souza,Campo Grande,Qualificado,254.41,,
2679,2024-01-29,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Mariana Alves,Três Lagoas,Proposta Enviada,445.29,,
2680,2025-04-11,Consumidor Final (B2C),Eletrônicos,Marketplace,Carlos Souza,Dourados,Perdido,328.68,2025-04-12,Fora do orçamento (B2B)
2681,2025-04-25,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Ana Ribeiro,Três Lagoas,Venda Fechada,298.49,2025-05-11,
2682,2024-07-23,Conta Corporativa (B2B),Casa e Decoração,Marketplace,Mariana Alves,Campo Grande,Perdido,9354.92,2024-08-02,Concorrente
2683,2024-06-17,Consumidor Final (B2C),Moda e Vestuário,E-commerce,João Pedro,Dourados,Perdido,273.22,2024-06-24,Sem retorno
2684,2024-05-07,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Mariana Alves,Campo Grande,Venda Fechada,336.96,2024-05-13,
2685,2025-02-23,Conta Corporativa (B2B),Eletrônicos,Loja Física,Carlos Souza,Ponta Porã,Perdido,6637.33,2025-03-10,Desistência da compra
2686,2024-10-04,Consumidor Final (B2C),Ferramentas,E-commerce,Carlos Souza,Campo Grande,Perdido,230.18,2024-10-18,Sem retorno
2687,2024-09-26,Consumidor Final (B2C),Papelaria e Escritório,Indicação,João Pedro,Campo Grande,Venda Fechada,396.98,2024-10-06,
2688,2024-02-27,Consumidor Final (B2C),Papelaria e Escritório,Loja Física,João Pedro,Dourados,Proposta Enviada,260.69,,
2689,2024-09-25,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Mariana Alves,Dourados,Venda Fechada,272.89,2024-10-11,
2690,2025-05-11,Consumidor Final (B2C),Ferramentas,Loja Física,Rafael Torres,Ponta Porã,Qualificado,436.38,,
2691,2024-02-26,Consumidor Final (B2C),Eletrônicos,Marketplace,Carlos Souza,Corumbá,Qualificado,377.36,,
2692,2024-02-15,Consumidor Final (B2C),Móveis,E-commerce,Ana Ribeiro,Dourados,Venda Fechada,335.26,2024-03-15,
2693,2025-08-07,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Rafael Torres,Três Lagoas,Venda Fechada,369.88,2025-09-02,
2694,2025-08-11,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Ana Ribeiro,Campo Grande,Perdido,392.81,2025-08-30,Sem retorno
2695,2024-05-19,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Mariana Alves,Corumbá,Perdido,219.43,2024-05-30,Desistência da compra
2696,2025-09-30,Conta Corporativa (B2B),Utilidades Domésticas,E-commerce,Ana Ribeiro,Dourados,Venda Fechada,5292.47,2025-10-20,
2697,2024-07-07,Consumidor Final (B2C),Brinquedos,Loja Física,João Pedro,Ponta Porã,Lead,217.73,,
2698,2024-07-09,Consumidor Final (B2C),Eletrônicos,Loja Física,Carlos Souza,Dourados,Perdido,372.83,2024-07-20,Fora do orçamento (B2B)
2699,2024-07-01,Consumidor Final (B2C),Ferramentas,Instagram/Redes Sociais,Mariana Alves,Campo Grande,Venda Fechada,195.66,2024-07-23,
2700,2025-09-01,Consumidor Final (B2C),Móveis,Instagram/Redes Sociais,João Pedro,Campo Grande,Lead,174.95,,
2701,2025-06-17,Consumidor Final (B2C),Papelaria e Escritório,Loja Física,Mariana Alves,Campo Grande,Venda Fechada,388.31,2025-06-24,
2702,2024-06-22,Consumidor Final (B2C),Papelaria e Escritório,Vendedor Externo (B2B),Rafael Torres,Dourados,Lead,189.46,,
2703,2025-03-13,Consumidor Final (B2C),Brinquedos,Marketplace,Mariana Alves,Dourados,Perdido,318.09,2025-03-24,Prazo de entrega incompatível
2704,2024-05-31,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Mariana Alves,Campo Grande,Perdido,395.12,2024-06-15,Desistência da compra
2705,2024-02-26,Conta Corporativa (B2B),Brinquedos,Loja Física,Rafael Torres,Ponta Porã,Perdido,8504.66,2024-03-13,Prazo de entrega incompatível
2706,2024-12-29,Conta Corporativa (B2B),Moda e Vestuário,E-commerce,Mariana Alves,Campo Grande,Perdido,8027.67,2025-01-04,Fora do orçamento (B2B)
2707,2025-08-04,Consumidor Final (B2C),Móveis,Marketplace,Fernanda Lima,Campo Grande,Perdido,386.08,2025-08-06,Desistência da compra
2708,2025-01-11,Consumidor Final (B2C),Eletrônicos,Loja Física,Carlos Souza,Três Lagoas,Proposta Enviada,242.73,,
2709,2024-08-22,Consumidor Final (B2C),Moda e Vestuário,Indicação,João Pedro,Campo Grande,Lead,288.57,,
2710,2024-11-23,Consumidor Final (B2C),Móveis,Indicação,Rafael Torres,Corumbá,Venda Fechada,192.67,2024-12-03,
2711,2025-12-02,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,João Pedro,Campo Grande,Venda Fechada,383.34,2025-12-12,
2712,2024-02-02,Consumidor Final (B2C),Móveis,Instagram/Redes Sociais,João Pedro,Campo Grande,Proposta Enviada,286.89,,
2713,2025-06-04,Consumidor Final (B2C),Casa e Decoração,Instagram/Redes Sociais,João Pedro,Campo Grande,Venda Fechada,287.57,2025-06-27,
2714,2024-01-04,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Ana Ribeiro,Dourados,Perdido,405.21,2024-01-10,Sem retorno
2715,2024-05-12,Consumidor Final (B2C),Papelaria e Escritório,Indicação,Fernanda Lima,Campo Grande,Proposta Enviada,457.95,,
2716,2025-06-16,Consumidor Final (B2C),Brinquedos,Instagram/Redes Sociais,Ana Ribeiro,Dourados,Venda Fechada,352.82,2025-06-19,
2717,2024-12-04,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,Mariana Alves,Ponta Porã,Perdido,427.04,2024-12-18,Desistência da compra
2718,2024-09-02,Consumidor Final (B2C),Beleza e Higiene,Indicação,Rafael Torres,Ponta Porã,Perdido,440.01,2024-09-09,Desistência da compra
2719,2025-05-31,Conta Corporativa (B2B),Beleza e Higiene,Loja Física,João Pedro,Campo Grande,Perdido,9584.49,2025-06-19,Fora do orçamento (B2B)
2720,2025-10-26,Consumidor Final (B2C),Móveis,Loja Física,Fernanda Lima,Campo Grande,Perdido,290.71,2025-11-12,Concorrente
2721,2025-07-16,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Fernanda Lima,Campo Grande,Venda Fechada,233.1,2025-07-29,
2722,2025-05-26,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Ana Ribeiro,Campo Grande,Perdido,310.36,2025-06-09,Prazo de entrega incompatível
2723,2025-04-19,Consumidor Final (B2C),Utilidades Domésticas,Vendedor Externo (B2B),João Pedro,Dourados,Venda Fechada,319.69,2025-05-04,
2724,2025-12-11,Consumidor Final (B2C),Móveis,E-commerce,Mariana Alves,Três Lagoas,Venda Fechada,322.03,2025-12-31,
2725,2024-06-04,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Carlos Souza,Ponta Porã,Qualificado,372.78,,
2726,2025-03-20,Consumidor Final (B2C),Ferramentas,Marketplace,Rafael Torres,Ponta Porã,Perdido,387.6,2025-03-25,Preço
2727,2024-11-05,Consumidor Final (B2C),Ferramentas,Loja Física,João Pedro,Campo Grande,Venda Fechada,463.88,2024-11-28,
2728,2024-01-31,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Fernanda Lima,Três Lagoas,Venda Fechada,396.3,2024-02-15,
2729,2025-05-05,Consumidor Final (B2C),Casa e Decoração,Loja Física,Mariana Alves,Campo Grande,Perdido,480.74,2025-05-20,Sem retorno
2730,2024-11-01,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Ana Ribeiro,Três Lagoas,Venda Fechada,251.54,2024-11-27,
2731,2024-01-26,Consumidor Final (B2C),Utilidades Domésticas,Vendedor Externo (B2B),João Pedro,Ponta Porã,Proposta Enviada,321.63,,
2732,2024-10-01,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,João Pedro,Campo Grande,Venda Fechada,189.46,2024-10-15,
2733,2024-09-04,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Mariana Alves,Campo Grande,Perdido,208.35,2024-09-05,Desistência da compra
2734,2025-12-28,Conta Corporativa (B2B),Moda e Vestuário,Indicação,João Pedro,Campo Grande,Perdido,9294.03,2026-01-13,Prazo de entrega incompatível
2735,2024-08-18,Consumidor Final (B2C),Eletrônicos,Indicação,Fernanda Lima,Campo Grande,Perdido,252.05,2024-08-19,Prazo de entrega incompatível
2736,2025-08-08,Conta Corporativa (B2B),Ferramentas,Google Ads,Fernanda Lima,Campo Grande,Venda Fechada,12672.53,2025-08-25,
2737,2024-09-01,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Fernanda Lima,Ponta Porã,Venda Fechada,283.48,2024-09-19,
2738,2024-02-03,Conta Corporativa (B2B),Moda e Vestuário,Instagram/Redes Sociais,Fernanda Lima,Corumbá,Venda Fechada,9598.71,2024-02-17,
2739,2025-11-09,Consumidor Final (B2C),Ferramentas,Marketplace,Fernanda Lima,Campo Grande,Perdido,418.71,2025-11-17,Desistência da compra
2740,2024-07-31,Conta Corporativa (B2B),Alimentos e Bebidas,Marketplace,Carlos Souza,Dourados,Perdido,10013.84,2024-08-18,Prazo de entrega incompatível
2741,2025-12-17,Consumidor Final (B2C),Utilidades Domésticas,Vendedor Externo (B2B),Carlos Souza,Três Lagoas,Venda Fechada,305.23,2025-12-26,
2742,2025-07-29,Consumidor Final (B2C),Móveis,Instagram/Redes Sociais,Rafael Torres,Dourados,Proposta Enviada,381.31,,
2743,2025-07-13,Consumidor Final (B2C),Brinquedos,Loja Física,Ana Ribeiro,Três Lagoas,Qualificado,372.74,,
2744,2025-12-26,Consumidor Final (B2C),Eletrônicos,E-commerce,João Pedro,Campo Grande,Qualificado,475.47,,
2745,2025-08-20,Consumidor Final (B2C),Ferramentas,Vendedor Externo (B2B),João Pedro,Campo Grande,Venda Fechada,276.21,2025-08-22,
2746,2025-01-11,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Fernanda Lima,Dourados,Perdido,413.0,2025-01-19,Fora do orçamento (B2B)
2747,2024-12-25,Consumidor Final (B2C),Brinquedos,Google Ads,Mariana Alves,Corumbá,Venda Fechada,158.43,2024-12-31,
2748,2024-11-14,Conta Corporativa (B2B),Móveis,E-commerce,Rafael Torres,Campo Grande,Venda Fechada,6512.12,2024-12-04,
2749,2024-06-15,Consumidor Final (B2C),Brinquedos,Indicação,Ana Ribeiro,Corumbá,Perdido,441.75,2024-06-28,Desistência da compra
2750,2025-12-22,Consumidor Final (B2C),Móveis,Vendedor Externo (B2B),Rafael Torres,Ponta Porã,Qualificado,388.3,,
2751,2024-06-23,Consumidor Final (B2C),Papelaria e Escritório,Vendedor Externo (B2B),Rafael Torres,Três Lagoas,Perdido,50.43,2024-07-12,Desistência da compra
2752,2024-05-28,Conta Corporativa (B2B),Beleza e Higiene,E-commerce,João Pedro,Campo Grande,Perdido,8438.13,2024-06-13,Desistência da compra
2753,2025-07-03,Consumidor Final (B2C),Eletrônicos,Loja Física,Carlos Souza,Ponta Porã,Perdido,400.85,2025-07-20,Sem retorno
2754,2025-06-16,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,Ana Ribeiro,Três Lagoas,Proposta Enviada,279.09,,
2755,2025-07-26,Conta Corporativa (B2B),Alimentos e Bebidas,E-commerce,João Pedro,Campo Grande,Perdido,10415.51,2025-08-12,Fora do orçamento (B2B)
2756,2024-03-15,Conta Corporativa (B2B),Utilidades Domésticas,Indicação,Ana Ribeiro,Campo Grande,Venda Fechada,9040.63,2024-03-16,
2757,2025-04-17,Conta Corporativa (B2B),Ferramentas,Marketplace,Ana Ribeiro,Ponta Porã,Perdido,11931.43,2025-04-26,Prazo de entrega incompatível
2758,2024-04-28,Consumidor Final (B2C),Beleza e Higiene,Indicação,Mariana Alves,Campo Grande,Qualificado,216.76,,
2759,2025-02-05,Consumidor Final (B2C),Moda e Vestuário,Google Ads,Fernanda Lima,Três Lagoas,Perdido,445.68,2025-02-07,Fora do orçamento (B2B)
2760,2024-05-29,Consumidor Final (B2C),Casa e Decoração,Instagram/Redes Sociais,Ana Ribeiro,Ponta Porã,Proposta Enviada,133.06,,
2761,2025-06-19,Consumidor Final (B2C),Casa e Decoração,Loja Física,Fernanda Lima,Campo Grande,Perdido,193.64,2025-07-06,Sem retorno
2762,2024-07-08,Consumidor Final (B2C),Casa e Decoração,Indicação,Ana Ribeiro,Ponta Porã,Venda Fechada,441.93,2024-07-22,
2763,2025-06-11,Consumidor Final (B2C),Casa e Decoração,E-commerce,João Pedro,Três Lagoas,Venda Fechada,367.97,2025-06-22,
2764,2024-04-02,Consumidor Final (B2C),Brinquedos,Google Ads,Rafael Torres,Campo Grande,Venda Fechada,438.98,2024-04-09,
2765,2025-12-30,Conta Corporativa (B2B),Moda e Vestuário,E-commerce,Rafael Torres,Dourados,Venda Fechada,8529.03,2025-12-31,
2766,2024-05-07,Consumidor Final (B2C),Eletrônicos,Instagram/Redes Sociais,João Pedro,Dourados,Lead,328.71,,
2767,2024-03-16,Consumidor Final (B2C),Casa e Decoração,E-commerce,João Pedro,Ponta Porã,Perdido,401.1,2024-03-29,Desistência da compra
2768,2024-08-09,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,João Pedro,Campo Grande,Proposta Enviada,466.15,,
2769,2024-11-19,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,Mariana Alves,Dourados,Venda Fechada,334.4,2024-12-17,
2770,2025-07-12,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,João Pedro,Campo Grande,Perdido,373.62,2025-07-13,Sem retorno
2771,2024-06-19,Conta Corporativa (B2B),Papelaria e Escritório,Vendedor Externo (B2B),Ana Ribeiro,Campo Grande,Venda Fechada,7950.13,2024-07-08,
2772,2025-09-28,Consumidor Final (B2C),Moda e Vestuário,Instagram/Redes Sociais,Fernanda Lima,Corumbá,Proposta Enviada,355.92,,
2773,2024-10-11,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Rafael Torres,Campo Grande,Venda Fechada,384.85,2024-11-05,
2774,2024-03-16,Consumidor Final (B2C),Brinquedos,Indicação,Rafael Torres,Campo Grande,Perdido,221.76,2024-03-21,Preço
2775,2025-03-31,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,Rafael Torres,Campo Grande,Perdido,477.26,2025-04-13,Preço
2776,2024-06-10,Conta Corporativa (B2B),Moda e Vestuário,Loja Física,Carlos Souza,Três Lagoas,Perdido,6122.47,2024-06-26,Fora do orçamento (B2B)
2777,2025-01-07,Consumidor Final (B2C),Ferramentas,E-commerce,Fernanda Lima,Dourados,Perdido,377.46,2025-01-23,Prazo de entrega incompatível
2778,2024-12-13,Consumidor Final (B2C),Ferramentas,Loja Física,Mariana Alves,Corumbá,Venda Fechada,320.53,2024-12-15,
2779,2024-05-16,Consumidor Final (B2C),Eletrônicos,Loja Física,Carlos Souza,Três Lagoas,Perdido,295.22,2024-05-21,Sem retorno
2780,2024-05-06,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Ana Ribeiro,Ponta Porã,Venda Fechada,289.45,2024-05-15,
2781,2024-09-16,Consumidor Final (B2C),Casa e Decoração,E-commerce,Fernanda Lima,Ponta Porã,Perdido,223.5,2024-09-23,Desistência da compra
2782,2025-06-02,Consumidor Final (B2C),Alimentos e Bebidas,Vendedor Externo (B2B),Ana Ribeiro,Ponta Porã,Venda Fechada,203.07,2025-06-25,
2783,2024-10-26,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,Fernanda Lima,Três Lagoas,Venda Fechada,253.1,2024-11-14,
2784,2025-06-05,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Ana Ribeiro,Campo Grande,Proposta Enviada,282.51,,
2785,2025-04-10,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Fernanda Lima,Ponta Porã,Perdido,446.93,2025-04-11,Prazo de entrega incompatível
2786,2025-08-19,Conta Corporativa (B2B),Ferramentas,Instagram/Redes Sociais,Mariana Alves,Campo Grande,Perdido,7326.2,2025-08-22,Desistência da compra
2787,2024-11-14,Consumidor Final (B2C),Ferramentas,Indicação,Carlos Souza,Três Lagoas,Qualificado,403.32,,
2788,2024-06-12,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,Fernanda Lima,Dourados,Lead,312.63,,
2789,2025-07-14,Consumidor Final (B2C),Brinquedos,E-commerce,Rafael Torres,Ponta Porã,Venda Fechada,380.79,2025-07-26,
2790,2025-05-10,Consumidor Final (B2C),Ferramentas,Google Ads,Mariana Alves,Ponta Porã,Perdido,399.94,2025-05-14,Preço
2791,2024-03-17,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,Carlos Souza,Campo Grande,Perdido,287.88,2024-03-22,Sem retorno
2792,2024-02-24,Conta Corporativa (B2B),Móveis,Loja Física,Mariana Alves,Corumbá,Perdido,3050.42,2024-02-29,Desistência da compra
2793,2024-07-30,Conta Corporativa (B2B),Casa e Decoração,E-commerce,Carlos Souza,Campo Grande,Perdido,9230.49,2024-08-08,Fora do orçamento (B2B)
2794,2024-06-25,Consumidor Final (B2C),Ferramentas,E-commerce,Carlos Souza,Ponta Porã,Lead,245.73,,
2795,2024-09-02,Consumidor Final (B2C),Móveis,Indicação,Mariana Alves,Corumbá,Perdido,311.02,2024-09-08,Concorrente
2796,2025-03-11,Consumidor Final (B2C),Papelaria e Escritório,Indicação,Mariana Alves,Campo Grande,Qualificado,461.94,,
2797,2025-12-30,Conta Corporativa (B2B),Alimentos e Bebidas,Indicação,Carlos Souza,Campo Grande,Perdido,9822.22,2026-01-17,Fora do orçamento (B2B)
2798,2024-11-15,Consumidor Final (B2C),Beleza e Higiene,Marketplace,Mariana Alves,Campo Grande,Perdido,340.32,2024-12-02,Preço
2799,2025-03-26,Consumidor Final (B2C),Casa e Decoração,E-commerce,Ana Ribeiro,Campo Grande,Perdido,272.63,2025-04-03,Concorrente
2800,2024-06-01,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Carlos Souza,Campo Grande,Perdido,194.25,2024-06-20,Sem retorno
2801,2024-02-20,Consumidor Final (B2C),Casa e Decoração,Marketplace,Mariana Alves,Campo Grande,Perdido,264.2,2024-03-09,Prazo de entrega incompatível
2802,2025-03-15,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Mariana Alves,Campo Grande,Perdido,355.42,2025-04-03,Concorrente
2803,2024-12-04,Consumidor Final (B2C),Eletrônicos,Loja Física,Carlos Souza,Campo Grande,Perdido,206.64,2024-12-21,Preço
2804,2025-03-09,Consumidor Final (B2C),Beleza e Higiene,Marketplace,Fernanda Lima,Dourados,Lead,352.15,,
2805,2024-11-27,Conta Corporativa (B2B),Eletrônicos,Marketplace,João Pedro,Campo Grande,Venda Fechada,9552.89,2024-12-20,
2806,2025-04-21,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Rafael Torres,Campo Grande,Perdido,202.04,2025-05-05,Concorrente
2807,2025-07-06,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Fernanda Lima,Três Lagoas,Perdido,465.02,2025-07-09,Prazo de entrega incompatível
2808,2025-11-22,Consumidor Final (B2C),Ferramentas,Instagram/Redes Sociais,Ana Ribeiro,Dourados,Venda Fechada,356.12,2025-12-07,
2809,2024-06-15,Consumidor Final (B2C),Brinquedos,E-commerce,João Pedro,Campo Grande,Venda Fechada,351.99,2024-06-27,
2810,2024-02-20,Consumidor Final (B2C),Beleza e Higiene,Vendedor Externo (B2B),Fernanda Lima,Dourados,Perdido,299.34,2024-03-08,Desistência da compra
2811,2024-08-16,Conta Corporativa (B2B),Utilidades Domésticas,Instagram/Redes Sociais,Fernanda Lima,Dourados,Perdido,6616.58,2024-08-27,Prazo de entrega incompatível
2812,2024-10-16,Consumidor Final (B2C),Moda e Vestuário,Instagram/Redes Sociais,Mariana Alves,Campo Grande,Venda Fechada,234.08,2024-10-17,
2813,2025-02-25,Consumidor Final (B2C),Moda e Vestuário,Loja Física,João Pedro,Ponta Porã,Perdido,350.12,2025-03-08,Prazo de entrega incompatível
2814,2024-09-13,Consumidor Final (B2C),Casa e Decoração,Loja Física,Ana Ribeiro,Dourados,Perdido,469.62,2024-09-23,Fora do orçamento (B2B)
2815,2025-11-29,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Fernanda Lima,Três Lagoas,Venda Fechada,332.52,2025-12-03,
2816,2024-08-13,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,João Pedro,Ponta Porã,Lead,234.73,,
2817,2024-08-05,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Fernanda Lima,Campo Grande,Proposta Enviada,400.68,,
2818,2025-10-28,Consumidor Final (B2C),Ferramentas,Marketplace,Rafael Torres,Dourados,Perdido,386.67,2025-10-31,Fora do orçamento (B2B)
2819,2024-01-06,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Rafael Torres,Campo Grande,Venda Fechada,427.03,2024-01-25,
2820,2024-02-05,Consumidor Final (B2C),Móveis,E-commerce,Fernanda Lima,Campo Grande,Lead,338.15,,
2821,2025-03-05,Consumidor Final (B2C),Eletrônicos,Loja Física,Fernanda Lima,Campo Grande,Qualificado,327.43,,
2822,2024-11-10,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,João Pedro,Corumbá,Proposta Enviada,308.31,,
2823,2025-03-26,Consumidor Final (B2C),Eletrônicos,Vendedor Externo (B2B),Mariana Alves,Dourados,Perdido,251.58,2025-04-05,Concorrente
2824,2024-02-19,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Fernanda Lima,Ponta Porã,Venda Fechada,398.28,2024-02-21,
2825,2024-05-21,Consumidor Final (B2C),Eletrônicos,Marketplace,João Pedro,Ponta Porã,Venda Fechada,418.92,2024-05-31,
2826,2025-06-09,Conta Corporativa (B2B),Utilidades Domésticas,Loja Física,Fernanda Lima,Ponta Porã,Venda Fechada,5494.26,2025-06-22,
2827,2025-05-03,Consumidor Final (B2C),Utilidades Domésticas,Instagram/Redes Sociais,João Pedro,Campo Grande,Venda Fechada,331.2,2025-05-12,
2828,2024-08-19,Consumidor Final (B2C),Papelaria e Escritório,Indicação,Rafael Torres,Três Lagoas,Qualificado,328.7,,
2829,2025-05-21,Consumidor Final (B2C),Brinquedos,E-commerce,Rafael Torres,Campo Grande,Perdido,336.84,2025-05-31,Preço
2830,2024-04-02,Conta Corporativa (B2B),Alimentos e Bebidas,E-commerce,Carlos Souza,Três Lagoas,Venda Fechada,7315.63,2024-04-20,
2831,2025-12-20,Consumidor Final (B2C),Papelaria e Escritório,Loja Física,Fernanda Lima,Campo Grande,Venda Fechada,239.32,2025-12-28,
2832,2024-02-09,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,João Pedro,Campo Grande,Perdido,427.66,2024-02-25,Fora do orçamento (B2B)
2833,2025-07-12,Consumidor Final (B2C),Eletrônicos,Loja Física,Rafael Torres,Dourados,Proposta Enviada,326.19,,
2834,2025-07-31,Consumidor Final (B2C),Ferramentas,Marketplace,Fernanda Lima,Ponta Porã,Perdido,414.88,2025-08-19,Desistência da compra
2835,2025-03-07,Conta Corporativa (B2B),Brinquedos,E-commerce,Fernanda Lima,Três Lagoas,Perdido,10709.95,2025-03-11,Fora do orçamento (B2B)
2836,2025-01-18,Conta Corporativa (B2B),Ferramentas,Vendedor Externo (B2B),João Pedro,Campo Grande,Venda Fechada,10523.95,2025-02-06,
2837,2025-03-01,Conta Corporativa (B2B),Móveis,Instagram/Redes Sociais,João Pedro,Ponta Porã,Venda Fechada,4074.72,2025-03-12,
2838,2024-01-02,Consumidor Final (B2C),Eletrônicos,E-commerce,João Pedro,Ponta Porã,Perdido,403.63,2024-01-20,Prazo de entrega incompatível
2839,2024-04-16,Conta Corporativa (B2B),Moda e Vestuário,Indicação,Fernanda Lima,Corumbá,Perdido,8380.43,2024-05-02,Preço
2840,2025-12-24,Conta Corporativa (B2B),Utilidades Domésticas,Indicação,Mariana Alves,Três Lagoas,Perdido,6482.54,2025-12-30,Prazo de entrega incompatível
2841,2025-05-05,Consumidor Final (B2C),Beleza e Higiene,Indicação,João Pedro,Corumbá,Perdido,401.68,2025-05-14,Prazo de entrega incompatível
2842,2025-02-02,Conta Corporativa (B2B),Moda e Vestuário,Indicação,Fernanda Lima,Dourados,Venda Fechada,9254.12,2025-02-06,
2843,2025-08-07,Consumidor Final (B2C),Ferramentas,E-commerce,João Pedro,Campo Grande,Perdido,333.27,2025-08-17,Preço
2844,2025-03-16,Consumidor Final (B2C),Utilidades Domésticas,Vendedor Externo (B2B),Mariana Alves,Campo Grande,Venda Fechada,513.14,2025-03-27,
2845,2025-11-23,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Mariana Alves,Campo Grande,Proposta Enviada,316.6,,
2846,2025-05-03,Conta Corporativa (B2B),Casa e Decoração,E-commerce,Rafael Torres,Três Lagoas,Perdido,9349.1,2025-05-18,Prazo de entrega incompatível
