venda_id,lead_id,data_venda,categoria_produto,segmento,cidade,valor_venda,forma_pagamento
544,1703,2025-05-31,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,460.17,Cartão à vista
545,1705,2025-10-13,Moda e Vestuário,Consumidor Final (B2C),Três Lagoas,414.02,Cartão parcelado
546,1708,2025-02-16,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,293.32,Cartão à vista
547,1713,2025-02-25,Eletrônicos,Consumidor Final (B2C),Dourados,220.58,Cartão à vista
548,1715,2025-03-10,Moda e Vestuário,Consumidor Final (B2C),Dourados,340.95,Cartão à vista
549,1720,2024-10-13,Brinquedos,Consumidor Final (B2C),Dourados,379.65,Boleto (B2B)
550,1722,2024-06-16,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,219.22,Contrato Recorrente (B2B)
551,1723,2025-11-16,Ferramentas,Consumidor Final (B2C),Dourados,123.31,Boleto (B2B)
552,1727,2024-08-06,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,436.76,Contrato Recorrente (B2B)
553,1734,2024-03-29,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,152.82,PIX
554,1743,2024-09-27,Utilidades Domésticas,Consumidor Final (B2C),Corumbá,410.31,Cartão à vista
555,1750,2025-06-03,Casa e Decoração,Consumidor Final (B2C),Campo Grande,238.26,Cartão parcelado
556,1751,2024-12-11,Alimentos e Bebidas,Conta Corporativa (B2B),Corumbá,8272.26,PIX
557,1754,2025-05-01,Ferramentas,Consumidor Final (B2C),Dourados,422.46,Cartão parcelado
558,1758,2024-11-19,Alimentos e Bebidas,Conta Corporativa (B2B),Campo Grande,7375.23,Cartão parcelado
559,1760,2025-01-29,Moda e Vestuário,Consumidor Final (B2C),Ponta Porã,186.77,Cartão parcelado
560,1763,2025-08-16,Moda e Vestuário,Consumidor Final (B2C),Corumbá,323.92,Cartão parcelado
561,1764,2025-06-19,Ferramentas,Consumidor Final (B2C),Três Lagoas,346.8,Cartão à vista
562,1768,2024-09-17,Moda e Vestuário,Consumidor Final (B2C),Corumbá,419.77,PIX
563,1772,2025-03-20,Móveis,Consumidor Final (B2C),Campo Grande,294.47,Cartão à vista
564,1775,2025-08-30,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,432.78,Cartão à vista
565,1777,2024-03-27,Casa e Decoração,Consumidor Final (B2C),Campo Grande,371.29,Boleto (B2B)
566,1779,2024-07-29,Ferramentas,Consumidor Final (B2C),Ponta Porã,288.83,Cartão parcelado
567,1788,2024-12-05,Móveis,Consumidor Final (B2C),Campo Grande,386.12,PIX
568,1790,2024-02-18,Casa e Decoração,Conta Corporativa (B2B),Corumbá,8617.21,PIX
569,1791,2025-01-16,Móveis,Consumidor Final (B2C),Campo Grande,325.42,Cartão parcelado
570,1794,2024-12-20,Brinquedos,Consumidor Final (B2C),Campo Grande,450.34,PIX
571,1801,2025-11-28,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,242.79,Cartão à vista
572,1802,2025-12-31,Papelaria e Escritório,Consumidor Final (B2C),Ponta Porã,421.22,Boleto (B2B)
573,1810,2025-05-18,Eletrônicos,Consumidor Final (B2C),Três Lagoas,414.36,PIX
574,1819,2025-03-19,Moda e Vestuário,Consumidor Final (B2C),Dourados,323.56,Boleto (B2B)
575,1822,2024-09-04,Alimentos e Bebidas,Consumidor Final (B2C),Três Lagoas,401.97,Boleto (B2B)
576,1824,2025-07-31,Papelaria e Escritório,Consumidor Final (B2C),Dourados,284.02,Cartão parcelado
577,1829,2024-03-01,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,355.68,Boleto (B2B)
578,1832,2024-03-06,Eletrônicos,Consumidor Final (B2C),Dourados,210.96,Cartão parcelado
579,1833,2024-06-19,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,235.11,Cartão à vista
580,1838,2024-11-22,Brinquedos,Consumidor Final (B2C),Campo Grande,312.76,PIX
581,1844,2024-02-25,Papelaria e Escritório,Consumidor Final (B2C),Corumbá,277.56,Boleto (B2B)
582,1848,2024-12-07,Móveis,Consumidor Final (B2C),Ponta Porã,360.57,Cartão à vista
583,1849,2025-03-05,Ferramentas,Consumidor Final (B2C),Campo Grande,225.62,Contrato Recorrente (B2B)
584,1854,2025-09-09,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,346.89,PIX
585,1855,2024-08-27,Eletrônicos,Conta Corporativa (B2B),Campo Grande,6962.87,Cartão à vista
586,1857,2024-07-09,Ferramentas,Consumidor Final (B2C),Campo Grande,287.75,Cartão parcelado
587,1860,2025-04-08,Eletrônicos,Conta Corporativa (B2B),Campo Grande,7761.78,PIX
588,1861,2025-06-27,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,364.26,Cartão parcelado
589,1867,2024-03-02,Ferramentas,Consumidor Final (B2C),Campo Grande,238.92,PIX
590,1872,2025-06-15,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,352.13,Boleto (B2B)
591,1873,2025-12-31,Casa e Decoração,Conta Corporativa (B2B),Campo Grande,7051.36,Boleto (B2B)
592,1882,2025-04-11,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,478.21,Cartão à vista
593,1883,2025-12-14,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,451.01,Cartão parcelado
594,1889,2025-05-28,Casa e Decoração,Consumidor Final (B2C),Campo Grande,249.93,Cartão à vista
595,1890,2024-05-24,Casa e Decoração,Consumidor Final (B2C),Ponta Porã,377.97,Cartão parcelado
596,1894,2025-03-21,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,314.61,Contrato Recorrente (B2B)
597,1900,2025-07-16,Ferramentas,Consumidor Final (B2C),Campo Grande,349.0,Cartão à vista
598,1903,2024-07-25,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,440.19,Cartão parcelado
599,1905,2024-09-30,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,330.72,Contrato Recorrente (B2B)
600,1912,2025-11-25,Brinquedos,Consumidor Final (B2C),Campo Grande,496.59,PIX
601,1915,2025-06-06,Beleza e Higiene,Consumidor Final (B2C),Ponta Porã,347.8,Cartão à vista
602,1921,2025-04-08,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,265.2,Cartão parcelado
603,1924,2024-11-01,Moda e Vestuário,Consumidor Final (B2C),Dourados,301.35,Contrato Recorrente (B2B)
604,1926,2024-07-14,Eletrônicos,Consumidor Final (B2C),Corumbá,254.79,Cartão parcelado
605,1931,2025-03-30,Ferramentas,Consumidor Final (B2C),Ponta Porã,289.94,PIX
606,1932,2024-05-25,Utilidades Domésticas,Conta Corporativa (B2B),Campo Grande,6792.41,PIX
607,1935,2025-07-31,Papelaria e Escritório,Consumidor Final (B2C),Dourados,207.5,PIX
608,1938,2024-05-31,Moda e Vestuário,Conta Corporativa (B2B),Campo Grande,9733.67,Cartão parcelado
609,1941,2025-11-24,Ferramentas,Consumidor Final (B2C),Campo Grande,309.38,Cartão à vista
610,1945,2024-02-19,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,365.2,PIX
611,1947,2025-03-24,Utilidades Domésticas,Consumidor Final (B2C),Corumbá,342.95,Contrato Recorrente (B2B)
612,1957,2025-01-22,Papelaria e Escritório,Consumidor Final (B2C),Corumbá,371.8,Contrato Recorrente (B2B)
613,1962,2024-12-14,Beleza e Higiene,Consumidor Final (B2C),Três Lagoas,252.01,Cartão parcelado
614,1965,2024-10-18,Beleza e Higiene,Consumidor Final (B2C),Corumbá,335.75,Cartão parcelado
615,1968,2024-05-17,Ferramentas,Consumidor Final (B2C),Campo Grande,419.68,Cartão parcelado
616,1974,2025-05-09,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,265.24,Cartão à vista
617,1975,2024-11-05,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,418.63,Boleto (B2B)
618,1980,2024-02-15,Casa e Decoração,Conta Corporativa (B2B),Campo Grande,7552.3,Cartão à vista
619,1984,2025-12-16,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,343.25,Cartão à vista
620,1985,2025-12-16,Beleza e Higiene,Consumidor Final (B2C),Dourados,297.27,PIX
621,1988,2024-11-10,Eletrônicos,Consumidor Final (B2C),Ponta Porã,318.37,PIX
622,1990,2025-02-04,Ferramentas,Conta Corporativa (B2B),Campo Grande,7125.5,PIX
623,1991,2024-02-27,Beleza e Higiene,Consumidor Final (B2C),Corumbá,246.62,PIX
624,1997,2024-11-22,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,255.28,Cartão parcelado
625,1998,2025-04-27,Casa e Decoração,Consumidor Final (B2C),Campo Grande,314.18,Cartão à vista
626,1999,2024-06-30,Moda e Vestuário,Consumidor Final (B2C),Corumbá,368.11,Contrato Recorrente (B2B)
627,2002,2025-08-01,Ferramentas,Consumidor Final (B2C),Dourados,179.27,Boleto (B2B)
628,2003,2025-08-31,Móveis,Consumidor Final (B2C),Campo Grande,339.56,Cartão parcelado
629,2004,2025-02-22,Ferramentas,Consumidor Final (B2C),Ponta Porã,356.19,Cartão parcelado
630,2014,2024-10-14,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,295.0,Cartão parcelado
631,2017,2024-02-14,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,208.61,PIX
632,2020,2024-10-16,Beleza e Higiene,Consumidor Final (B2C),Dourados,433.13,PIX
633,2023,2025-01-29,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,242.13,Cartão à vista
634,2024,2024-12-22,Ferramentas,Consumidor Final (B2C),Ponta Porã,250.86,Cartão parcelado
635,2026,2024-05-25,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,353.09,PIX
636,2027,2025-07-23,Móveis,Consumidor Final (B2C),Campo Grande,364.02,Contrato Recorrente (B2B)
637,2030,2025-11-29,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,331.77,Cartão parcelado
638,2036,2025-11-01,Moda e Vestuário,Consumidor Final (B2C),Dourados,379.51,PIX
639,2040,2025-04-25,Eletrônicos,Consumidor Final (B2C),Dourados,310.0,Cartão parcelado
640,2044,2024-09-13,Eletrônicos,Consumidor Final (B2C),Campo Grande,225.64,Cartão à vista
641,2048,2025-09-08,Papelaria e Escritório,Conta Corporativa (B2B),Dourados,9297.39,PIX
642,2049,2025-09-28,Eletrônicos,Consumidor Final (B2C),Ponta Porã,262.75,PIX
643,2051,2025-10-26,Papelaria e Escritório,Conta Corporativa (B2B),Campo Grande,9319.46,Cartão parcelado
644,2053,2025-04-14,Casa e Decoração,Consumidor Final (B2C),Três Lagoas,444.21,PIX
645,2055,2025-06-09,Casa e Decoração,Consumidor Final (B2C),Campo Grande,124.48,Boleto (B2B)
646,2057,2025-08-05,Utilidades Domésticas,Consumidor Final (B2C),Três Lagoas,315.36,PIX
647,2061,2024-12-06,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,255.54,Boleto (B2B)
648,2063,2024-05-24,Eletrônicos,Consumidor Final (B2C),Dourados,348.58,Cartão à vista
649,2066,2024-04-14,Brinquedos,Conta Corporativa (B2B),Ponta Porã,8560.47,PIX
650,2069,2024-11-27,Móveis,Consumidor Final (B2C),Dourados,343.97,Cartão parcelado
651,2071,2025-10-13,Beleza e Higiene,Consumidor Final (B2C),Ponta Porã,389.04,Cartão à vista
652,2075,2025-08-24,Móveis,Consumidor Final (B2C),Ponta Porã,329.44,Cartão à vista
653,2077,2024-10-20,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,457.67,PIX
654,2078,2024-01-27,Beleza e Higiene,Consumidor Final (B2C),Três Lagoas,400.43,Cartão à vista
655,2079,2025-01-02,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,186.26,Cartão parcelado
656,2087,2024-04-07,Casa e Decoração,Consumidor Final (B2C),Ponta Porã,382.95,PIX
657,2089,2025-09-16,Moda e Vestuário,Consumidor Final (B2C),Três Lagoas,352.57,PIX
658,2090,2024-07-21,Casa e Decoração,Consumidor Final (B2C),Campo Grande,209.99,Cartão parcelado
659,2091,2025-04-08,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,269.92,PIX
660,2094,2024-12-13,Ferramentas,Consumidor Final (B2C),Campo Grande,272.27,Contrato Recorrente (B2B)
661,2096,2024-08-24,Eletrônicos,Consumidor Final (B2C),Campo Grande,338.04,Boleto (B2B)
662,2101,2025-01-24,Móveis,Consumidor Final (B2C),Dourados,380.92,Cartão à vista
663,2104,2024-10-15,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,252.42,Boleto (B2B)
664,2106,2024-11-10,Ferramentas,Consumidor Final (B2C),Ponta Porã,400.98,Cartão à vista
665,2109,2024-07-20,Moda e Vestuário,Consumidor Final (B2C),Corumbá,387.86,PIX
666,2119,2025-04-03,Papelaria e Escritório,Consumidor Final (B2C),Três Lagoas,281.55,Boleto (B2B)
667,2120,2025-07-02,Alimentos e Bebidas,Conta Corporativa (B2B),Campo Grande,4437.87,PIX
668,2121,2025-06-05,Eletrônicos,Consumidor Final (B2C),Dourados,276.23,PIX
669,2124,2024-03-29,Utilidades Domésticas,Consumidor Final (B2C),Três Lagoas,244.52,Boleto (B2B)
670,2125,2024-09-21,Eletrônicos,Consumidor Final (B2C),Corumbá,306.61,Contrato Recorrente (B2B)
671,2129,2024-01-25,Moda e Vestuário,Conta Corporativa (B2B),Três Lagoas,8559.21,Cartão parcelado
672,2130,2025-03-09,Casa e Decoração,Consumidor Final (B2C),Ponta Porã,334.6,Contrato Recorrente (B2B)
673,2133,2025-07-15,Utilidades Domésticas,Consumidor Final (B2C),Três Lagoas,425.86,Cartão à vista
674,2136,2025-08-31,Casa e Decoração,Conta Corporativa (B2B),Corumbá,11617.03,Cartão parcelado
675,2139,2025-12-29,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,238.87,PIX
676,2143,2025-03-07,Papelaria e Escritório,Consumidor Final (B2C),Dourados,313.27,Contrato Recorrente (B2B)
677,2144,2025-12-18,Papelaria e Escritório,Consumidor Final (B2C),Corumbá,185.44,Cartão à vista
678,2153,2025-05-05,Moda e Vestuário,Consumidor Final (B2C),Dourados,377.43,Contrato Recorrente (B2B)
679,2159,2025-08-05,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,382.21,Contrato Recorrente (B2B)
680,2162,2025-10-27,Ferramentas,Consumidor Final (B2C),Campo Grande,382.77,Boleto (B2B)
681,2163,2024-03-20,Casa e Decoração,Conta Corporativa (B2B),Campo Grande,8080.08,Cartão à vista
682,2164,2025-02-25,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,170.7,PIX
683,2169,2025-02-20,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,334.45,PIX
684,2171,2025-03-25,Ferramentas,Conta Corporativa (B2B),Campo Grande,6269.0,Cartão à vista
685,2172,2025-06-25,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,247.81,Contrato Recorrente (B2B)
686,2174,2025-11-03,Utilidades Domésticas,Consumidor Final (B2C),Três Lagoas,198.52,Cartão à vista
687,2176,2024-08-26,Eletrônicos,Consumidor Final (B2C),Campo Grande,441.35,Cartão parcelado
688,2177,2024-08-07,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,289.1,Cartão à vista
689,2180,2024-02-25,Casa e Decoração,Consumidor Final (B2C),Campo Grande,334.91,Cartão parcelado
690,2182,2024-04-09,Brinquedos,Consumidor Final (B2C),Ponta Porã,237.31,Cartão parcelado
691,2183,2024-02-03,Papelaria e Escritório,Consumidor Final (B2C),Ponta Porã,241.23,Contrato Recorrente (B2B)
692,2185,2025-06-06,Eletrônicos,Consumidor Final (B2C),Campo Grande,266.63,Contrato Recorrente (B2B)
693,2186,2024-04-14,Papelaria e Escritório,Consumidor Final (B2C),Corumbá,294.2,Cartão parcelado
694,2188,2024-04-17,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,271.11,Cartão parcelado
695,2189,2024-08-01,Ferramentas,Conta Corporativa (B2B),Campo Grande,9234.68,Cartão à vista
696,2191,2024-12-23,Utilidades Domésticas,Consumidor Final (B2C),Dourados,374.61,Cartão parcelado
697,2192,2025-05-06,Ferramentas,Conta Corporativa (B2B),Ponta Porã,6131.0,Contrato Recorrente (B2B)
698,2194,2025-05-26,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,288.63,Cartão à vista
699,2195,2025-03-22,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,332.9,Cartão à vista
700,2196,2024-02-28,Casa e Decoração,Consumidor Final (B2C),Dourados,251.89,Boleto (B2B)
701,2201,2024-04-17,Móveis,Consumidor Final (B2C),Dourados,364.32,PIX
702,2203,2024-06-01,Brinquedos,Consumidor Final (B2C),Dourados,311.36,Cartão parcelado
703,2205,2024-04-06,Móveis,Consumidor Final (B2C),Campo Grande,330.73,PIX
704,2207,2024-12-22,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,267.77,Cartão à vista
705,2208,2025-04-25,Ferramentas,Consumidor Final (B2C),Campo Grande,495.26,Boleto (B2B)
706,2209,2025-08-29,Eletrônicos,Consumidor Final (B2C),Dourados,264.38,Cartão parcelado
707,2212,2024-10-15,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,204.74,PIX
708,2216,2024-10-19,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,382.76,Cartão parcelado
709,2217,2025-09-29,Moda e Vestuário,Consumidor Final (B2C),Ponta Porã,284.63,Cartão à vista
710,2218,2024-03-10,Moda e Vestuário,Conta Corporativa (B2B),Corumbá,8005.27,PIX
711,2221,2024-02-25,Papelaria e Escritório,Conta Corporativa (B2B),Corumbá,6614.22,Cartão à vista
712,2223,2025-01-11,Alimentos e Bebidas,Consumidor Final (B2C),Corumbá,274.73,Cartão à vista
713,2227,2025-06-27,Móveis,Consumidor Final (B2C),Ponta Porã,487.63,Cartão parcelado
714,2236,2024-11-30,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,518.52,Cartão parcelado
715,2239,2025-06-24,Alimentos e Bebidas,Consumidor Final (B2C),Corumbá,256.32,PIX
716,2241,2025-01-14,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,255.35,Cartão parcelado
717,2242,2024-03-04,Casa e Decoração,Consumidor Final (B2C),Dourados,285.36,Cartão parcelado
718,2243,2025-01-08,Brinquedos,Conta Corporativa (B2B),Ponta Porã,7507.23,Cartão parcelado
719,2244,2024-04-05,Móveis,Consumidor Final (B2C),Dourados,198.25,Boleto (B2B)
720,2248,2024-10-02,Brinquedos,Consumidor Final (B2C),Dourados,353.7,Cartão à vista
721,2249,2024-05-06,Ferramentas,Conta Corporativa (B2B),Campo Grande,8547.1,PIX
722,2250,2025-11-16,Eletrônicos,Consumidor Final (B2C),Dourados,426.57,Cartão parcelado
723,2251,2025-10-27,Moda e Vestuário,Consumidor Final (B2C),Dourados,281.13,Cartão parcelado
724,2253,2024-08-18,Móveis,Consumidor Final (B2C),Dourados,405.23,PIX
725,2256,2025-01-02,Papelaria e Escritório,Consumidor Final (B2C),Dourados,401.82,Boleto (B2B)
726,2263,2025-07-07,Eletrônicos,Consumidor Final (B2C),Campo Grande,414.11,PIX
727,2268,2024-04-11,Casa e Decoração,Consumidor Final (B2C),Campo Grande,272.95,PIX
728,2269,2024-05-05,Utilidades Domésticas,Consumidor Final (B2C),Corumbá,321.73,Cartão parcelado
729,2270,2024-08-04,Casa e Decoração,Conta Corporativa (B2B),Dourados,5162.04,Cartão parcelado
730,2274,2025-11-27,Eletrônicos,Consumidor Final (B2C),Ponta Porã,349.14,Cartão parcelado
731,2275,2025-09-19,Alimentos e Bebidas,Consumidor Final (B2C),Três Lagoas,195.49,Cartão à vista
732,2277,2025-02-21,Utilidades Domésticas,Conta Corporativa (B2B),Ponta Porã,11324.23,Cartão parcelado
733,2282,2025-08-12,Eletrônicos,Conta Corporativa (B2B),Campo Grande,11182.57,Cartão parcelado
734,2285,2024-08-05,Casa e Decoração,Consumidor Final (B2C),Campo Grande,307.93,PIX
735,2286,2025-11-28,Eletrônicos,Consumidor Final (B2C),Três Lagoas,241.47,Cartão parcelado
736,2293,2025-06-03,Casa e Decoração,Conta Corporativa (B2B),Ponta Porã,8250.59,Contrato Recorrente (B2B)
737,2295,2024-08-14,Ferramentas,Consumidor Final (B2C),Campo Grande,414.95,Cartão parcelado
738,2297,2025-09-27,Beleza e Higiene,Consumidor Final (B2C),Ponta Porã,396.62,PIX
739,2301,2025-02-24,Brinquedos,Consumidor Final (B2C),Ponta Porã,258.07,Cartão parcelado
740,2305,2025-03-17,Eletrônicos,Consumidor Final (B2C),Ponta Porã,382.89,PIX
741,2308,2025-05-10,Papelaria e Escritório,Consumidor Final (B2C),Corumbá,383.6,Cartão à vista
742,2310,2024-09-19,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,400.41,Cartão à vista
743,2317,2025-02-27,Utilidades Domésticas,Consumidor Final (B2C),Dourados,195.89,Cartão parcelado
744,2318,2024-07-17,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,426.12,PIX
745,2320,2024-10-17,Eletrônicos,Consumidor Final (B2C),Três Lagoas,296.2,PIX
746,2321,2025-03-24,Móveis,Consumidor Final (B2C),Ponta Porã,296.69,Cartão parcelado
747,2322,2025-05-15,Beleza e Higiene,Consumidor Final (B2C),Dourados,179.43,Cartão à vista
748,2326,2025-10-19,Ferramentas,Consumidor Final (B2C),Campo Grande,342.98,PIX
749,2328,2024-05-13,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,285.08,Boleto (B2B)
750,2330,2024-04-03,Moda e Vestuário,Conta Corporativa (B2B),Campo Grande,8676.85,Cartão à vista
751,2337,2025-12-03,Eletrônicos,Consumidor Final (B2C),Ponta Porã,399.18,PIX
752,2338,2024-04-18,Móveis,Consumidor Final (B2C),Campo Grande,239.09,Cartão à vista
753,2339,2024-12-22,Alimentos e Bebidas,Consumidor Final (B2C),Corumbá,319.31,Boleto (B2B)
754,2340,2025-05-17,Brinquedos,Consumidor Final (B2C),Campo Grande,334.62,PIX
755,2341,2024-02-20,Eletrônicos,Consumidor Final (B2C),Ponta Porã,322.18,Cartão à vista
756,2344,2024-09-07,Papelaria e Escritório,Consumidor Final (B2C),Três Lagoas,197.04,Cartão à vista
757,2348,2025-03-25,Casa e Decoração,Consumidor Final (B2C),Três Lagoas,402.47,PIX
758,2349,2025-10-15,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,207.04,PIX
759,2351,2025-12-02,Beleza e Higiene,Consumidor Final (B2C),Três Lagoas,319.08,PIX
760,2352,2025-08-23,Papelaria e Escritório,Consumidor Final (B2C),Ponta Porã,372.01,Cartão parcelado
761,2354,2024-07-25,Papelaria e Escritório,Conta Corporativa (B2B),Campo Grande,7958.16,PIX
762,2357,2024-02-22,Moda e Vestuário,Consumidor Final (B2C),Três Lagoas,290.42,Boleto (B2B)
763,2369,2025-07-31,Casa e Decoração,Consumidor Final (B2C),Três Lagoas,166.2,Contrato Recorrente (B2B)
764,2370,2025-01-23,Brinquedos,Consumidor Final (B2C),Dourados,306.74,Cartão parcelado
765,2373,2025-03-09,Papelaria e Escritório,Consumidor Final (B2C),Dourados,468.96,Cartão parcelado
766,2374,2025-11-10,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,274.57,Cartão à vista
767,2375,2024-10-23,Moda e Vestuário,Consumidor Final (B2C),Dourados,224.52,Cartão parcelado
768,2377,2024-12-19,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,240.89,PIX
769,2379,2025-02-03,Papelaria e Escritório,Conta Corporativa (B2B),Dourados,11312.56,Cartão parcelado
770,2380,2025-02-22,Moda e Vestuário,Consumidor Final (B2C),Dourados,285.54,Cartão parcelado
771,2382,2024-10-12,Ferramentas,Consumidor Final (B2C),Três Lagoas,457.23,Boleto (B2B)
772,2384,2024-06-23,Ferramentas,Consumidor Final (B2C),Campo Grande,381.82,Cartão à vista
773,2385,2025-11-24,Brinquedos,Conta Corporativa (B2B),Corumbá,8675.91,Boleto (B2B)
774,2386,2025-12-31,Casa e Decoração,Consumidor Final (B2C),Campo Grande,318.12,Cartão à vista
775,2392,2024-12-18,Moda e Vestuário,Consumidor Final (B2C),Ponta Porã,295.74,Cartão à vista
776,2399,2024-09-16,Móveis,Consumidor Final (B2C),Campo Grande,178.51,Cartão parcelado
777,2402,2024-04-29,Brinquedos,Consumidor Final (B2C),Campo Grande,361.84,Boleto (B2B)
778,2403,2025-06-18,Alimentos e Bebidas,Conta Corporativa (B2B),Ponta Porã,10141.81,Boleto (B2B)
779,2405,2024-01-08,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,269.05,PIX
780,2406,2025-06-24,Ferramentas,Consumidor Final (B2C),Corumbá,347.48,Cartão parcelado
781,2408,2025-07-22,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,194.17,Cartão parcelado
782,2409,2024-08-22,Brinquedos,Consumidor Final (B2C),Três Lagoas,234.62,Cartão parcelado
783,2410,2025-12-17,Eletrônicos,Consumidor Final (B2C),Campo Grande,326.58,Contrato Recorrente (B2B)
784,2413,2025-06-01,Ferramentas,Consumidor Final (B2C),Campo Grande,220.23,Contrato Recorrente (B2B)
785,2420,2024-05-23,Moda e Vestuário,Consumidor Final (B2C),Três Lagoas,385.86,PIX
786,2423,2025-12-31,Ferramentas,Consumidor Final (B2C),Corumbá,249.98,Cartão parcelado
787,2424,2024-08-29,Móveis,Consumidor Final (B2C),Campo Grande,291.16,Cartão parcelado
788,2427,2025-12-31,Utilidades Domésticas,Consumidor Final (B2C),Ponta Porã,272.3,Cartão à vista
789,2429,2025-07-28,Papelaria e Escritório,Consumidor Final (B2C),Dourados,413.75,Cartão parcelado
790,2430,2024-04-09,Móveis,Consumidor Final (B2C),Corumbá,220.39,Cartão parcelado
791,2431,2024-04-02,Brinquedos,Consumidor Final (B2C),Corumbá,335.84,Cartão à vista
792,2432,2024-02-07,Eletrônicos,Consumidor Final (B2C),Campo Grande,260.59,Cartão parcelado
793,2433,2024-04-30,Móveis,Consumidor Final (B2C),Três Lagoas,431.68,Cartão parcelado
794,2444,2025-04-18,Alimentos e Bebidas,Consumidor Final (B2C),Corumbá,270.46,PIX
795,2448,2024-02-10,Móveis,Conta Corporativa (B2B),Campo Grande,10395.02,Cartão à vista
796,2453,2024-12-09,Beleza e Higiene,Consumidor Final (B2C),Corumbá,235.32,Cartão parcelado
797,2456,2025-07-23,Alimentos e Bebidas,Conta Corporativa (B2B),Campo Grande,9858.7,PIX
798,2460,2024-10-04,Eletrônicos,Consumidor Final (B2C),Ponta Porã,355.13,Contrato Recorrente (B2B)
799,2463,2024-03-10,Ferramentas,Consumidor Final (B2C),Corumbá,435.65,Cartão à vista
800,2464,2025-12-30,Ferramentas,Consumidor Final (B2C),Campo Grande,305.97,PIX
801,2466,2025-10-26,Brinquedos,Consumidor Final (B2C),Campo Grande,401.36,Cartão à vista
802,2469,2025-08-02,Papelaria e Escritório,Consumidor Final (B2C),Corumbá,343.75,Cartão à vista
803,2473,2025-02-03,Móveis,Consumidor Final (B2C),Dourados,458.03,Cartão à vista
804,2477,2025-08-05,Papelaria e Escritório,Consumidor Final (B2C),Ponta Porã,329.49,Cartão parcelado
805,2478,2025-12-02,Ferramentas,Consumidor Final (B2C),Campo Grande,278.19,PIX
806,2479,2024-05-17,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,432.7,Boleto (B2B)
807,2481,2025-05-06,Brinquedos,Consumidor Final (B2C),Dourados,341.62,Cartão parcelado
808,2484,2024-12-06,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,246.97,Cartão parcelado
809,2486,2024-02-14,Eletrônicos,Consumidor Final (B2C),Ponta Porã,198.01,Cartão à vista
